Source,Venue Name,Street Address 1,Suburb,State,Postcode,Full Address,LGA,Metro / Regional,M/OM/R,Tourism Area,Contact Person First Name,Contact Person Surname,Contact Person Email,Contact Person Phone,General Email,General Phone,Website,Role,Venue Capacity,Venue Size,Venue Subdivision (as per APRA),Live,DJ,Venue Category,MV Determined Performance Type,Licence Type,Trading Hours,Frequency of Music Presentation,Presentation Classification,Booker,Sound Engineer,Cover Charge,Artist Payment,As per NSW definitions,As per UK definitions,Grouping,Group Definition,ABN,GST,TAGS,Lat,Long,GLat,GLong,Geocode Latitude,Geocode Longitude
VLMVA,Skipton Golf Club,Geelong Road,Skipton,VIC,3361.0,Geelong Road Skipton VIC 3361 ,Corangamite Shire Council,Regional,Regional,Great Ocean Road,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.688001,143.370237,-37.577168,143.8660575,-37.577168,143.8660575
VLMVA,Skky Bar & Lounge,269 - 275 Wyndham Street,Shepparton,VIC,3630.0,269 - 275 Wyndham Street Shepparton VIC 3630 ,Greater Shepparton City Council,Regional,Regional,Murray,,,,,skkyshepparton@gmail.com,0470 350 114,https://skkyshepparton.com.au/,Venue,300,Medium,,,,Under 500,,Late-Night (On-Premises) Licence,Trading to 5am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.37926335,145.399961,-38.0981691,144.3512139,-38.0981691,144.3512139
APRA,Slate Restaurant Bar,TM09 550 Bourke Street,Melbourne,VIC,3000.0,TM09 550 Bourke Street Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,Restaurant or Cafe,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,.,.,-38.1258127,144.3406921,-38.1258127,144.3406921
VLMVA,Sm & W Rovers Football Netball Club,Mininera Football Ground Recreation Reserve,Mininera,VIC,3351.0,Mininera Football Ground Recreation Reserve Mininera VIC 3351 ,Ararat Rural City Council,Regional,Regional,Grampians,,,,,,,,Venue,148,Small,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.602133,142.964075,-37.8777465,147.9941435,-37.8777465,147.9941435
APRA,Small Time,271-273 Albert St,Brunswick,VIC,3056.0,271-273 Albert St Brunswick VIC 3056 ,Merri-Bek City Council,Metro,Metro,Melbourne,,,,,,,,Venue,100,Small,Bar,Live,DJ,Under 500,,No Data,Trading to 1am,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.768588,144.960946,-37.6517541,145.5210477,-37.6517541,145.5210477
VLMVA,Smeaton Bowling Club,Main Road,Smeaton,VIC,3364.0,Main Road Smeaton VIC 3364 ,Hepburn Shire Council,Regional,Regional,Daylesford and Macedon Ranges,,,,,,,,Venue,160,Small,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.3332867,143.9485774,-37.5690003,143.8700768,-37.5690003,143.8700768
VLMVA,Social Bar And Eating House,100-102 Pall Mall,Bendigo,VIC,3550.0,100-102 Pall Mall Bendigo VIC 3550 ,Greater Bendigo City Council,Regional,Regional,Goldfields,,,,,info@socialbendigo.com.au,+61 3 5443 4916,http://www.socialbendigo.com.au/,Venue,188,Small,Bar,Live,,Under 500,,General Licence,Trading to 1am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.75751806,144.2818897,-35.3467398,143.5476285,-35.3467398,143.5476285
GIGS,Soggy Records Pty Ltd t/as Mantra Studio Kitchen,10A Campbell Street,Yarraville,VIC,3013.0,10A Campbell Street Yarraville VIC 3013 ,Maribyrnong City Council,Metro,Metro,Melbourne,Maxwell,patsy@mantrastudiokitchenbar.com,61419329936,,,,https://www.mantrastudiokitchenbar.com,Venue,No Data,No Data,,,,Under 500,,No Data,No Data,1 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,No,"Yes, and it is a paid role",,,,,Group A,Group A – Venues hosting 2 or more gigs per week,83 168 082 871,Yes,Venues,.,.,-38.1492142,144.3611707,-38.1492142,144.3611707
VLMVA,Somerville Hotel,84 Station St,Somerville,VIC,3912.0,84 Station St Somerville VIC 3912 ,Mornington Peninsula Shire Council,Regional,Outer Metro,Mornington Peninsula,,,,,,,,Venue,800,Medium,,,,500+,,Late-Night (General) Licence,Trading to 7am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-38.22437317,145.1746939,-37.6980986,144.779972,-37.6980986,144.779972
VLMVA,Somewhere Bar,"Shop 2, 181 Chapel St",Prahran,VIC,3181.0,"Shop 2, 181 Chapel St Prahran VIC 3181 ",Stonnington City Council,Metro,Metro,Melbourne,,,,,manager@somewherebar.com.au,,,Venue,91,Small,,,,Under 500,,On-Premises Licence,Trading to 1am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.851604,144.993109,-35.7354276,143.919514,-35.7354276,143.919514
VLMVA,Sonder Bar,438 Centre Road,Bentleigh,VIC,3204.0,438 Centre Road Bentleigh VIC 3204 ,Glen Eira City Council,Metro,Metro,Melbourne,Fothergill,bob@sonderbentleigh.com.au,61434533386,,manager@sonderbentleigh.com.au,+61 3 9998 7429,https://www.sonderbentleigh.com.au/,Venue,92,Small,Hotel,Live,DJ,Under 500,,No Data,No Data,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,No,Not required,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,64 812 910 059,Yes,Venues,.,.,-37.8004854,147.4565917,-37.8004854,147.4565917
APRA,Songbird Cafe and Larder,10 Whittlesea-Kinglake Rd,Kinglake,VIC,3763.0,10 Whittlesea-Kinglake Rd Kinglake VIC 3763 ,Murrindindi Shire Council,Regional,Regional,Yarra Valley and Dandenong Ranges,,,,,,,,Venue,100,Small,Takeaway Dining,Live,,Under 500,,Restaurant and Cafe Licence,Ordinary trading hours,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.5319547,145.3410549,-36.9211686,144.7088787,-36.9211686,144.7088787
VLMVA,Sooki Lounge,1648-1650 Burwood Highway,Belgrave,VIC,3160.0,1648-1650 Burwood Highway Belgrave VIC 3160 ,Yarra Ranges Shire Council,Regional,Outer Metro,Yarra Valley and Dandenong Ranges,Pozvek,sookilounge@gmail.com,61408104855,,sookilounge@gmail.com,+61 3 9754 7567,https://sookilounge.com.au/,Venue,332,Medium,Bar,Live,,Under 500,,Late-Night (On-Premises) Licence,Trading to 4am,3 or more a week,Dedicated presenters: More than 1 a week,"Yes, and it is a paid role","Yes, and it is a paid role",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,12 079 242 514,Yes,Venues,-37.910038,145.353427,-37.8687285,145.2397337,-37.8687285,145.2397337
VLMVA,Sorrento Golf Club,Langford Road,Sorrento,VIC,3943.0,Langford Road Sorrento VIC 3943 ,Mornington Peninsula Shire Council,Regional,Outer Metro,Mornington Peninsula,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-38.32900972,144.736202,-38.026173,145.3067451,-38.026173,145.3067451
VLMVA,Sorrento Hotel,5 Hotham Road,Sorrento,VIC,3943.0,5 Hotham Road Sorrento VIC 3943 ,Mornington Peninsula Shire Council,Regional,Outer Metro,Mornington Peninsula,Pitt,myles.pitt@hotelsorrento.com.au,,,myles.pitt@hotelsorrento.com.au,0431 638 944,,Venue,1102,Large,Accommodation,Live,,500+,,General Licence,Trading to 1am,1 or more a week,Regular presenters: Hosting one gig per week,No,"No, required to be supplied by act/performers",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,57 005 875 383,Yes,Venues,-38.33663843,144.7422225,-37.7389461,145.0299969,-37.7389461,145.0299969
VLMVA,Sorrento Sailing Couta Boat Club,Sorrento Foreshore 3154 Point Nepean Road,Sorrento,VIC,3943.0,Sorrento Foreshore 3154 Point Nepean Road Sorrento VIC 3943 ,Mornington Peninsula Shire Council,Regional,Outer Metro,Mornington Peninsula,,,,,,,,Venue,506,Medium,,,,500+,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-38.344547,144.755255,-37.6515744,145.0720794,-37.6515744,145.0720794
VLMVA,Sorrento/Portsea RSL Sub-Branch Inc (Tom Katz Live),1-3 Hurley Street,Sorrento,VIC,3943.0,1-3 Hurley Street Sorrento VIC 3943 ,Mornington Peninsula Shire Council,Regional,Outer Metro,Mornington Peninsula,Prentice,johnprentice@sorrentoportsearsl.com,,,johnprentice@sorrentoportsearsl.com,0412 513 457,https://tomkatz.com.au/faq-contact/,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.3374983,144.7389972,-37.6973477,144.7811982,-37.6973477,144.7811982
VLMVA,SoulFood Fusion House,8 High Street,Bendigo,VIC,3550.0,8 High Street Bendigo VIC 3550 ,Greater Bendigo City Council,Regional,Regional,Goldfields,Vale,soulfoodfusionhouse@gmail.com,,,soulfoodfusionhouse@gmail.com,0466 371 627,https://soulfood-fusion-house-pty-ltd.square.site,Venue,No Data,No Data,,,,Under 500,,No Data,No Data,1 or more a week,Regular presenters: Hosting one gig per week,"Yes, and it is a paid stand alone role","Yes, and it is a paid role",,,,,Group A,Group A – Venues hosting 2 or more gigs per week,74 661 736 910,Yes,Venues,.,.,-38.1044466,147.0677301,-38.1044466,147.0677301
APRA,Sound System Studios,1/11 McDougall Rd,Sunbury,VIC,3429.0,1/11 McDougall Rd Sunbury VIC 3429 ,Hume City Council,Metro,Outer Metro,Melbourne,,,,,,,,Venue,160,Small,Dedicated Live Music Venues,Live,,Under 500,,On-Premises Licence,Trading to 1am,No Data,No Data,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.58918799,144.7177842,-37.8154895,144.9675461,-37.8154895,144.9675461
APRA,South Beach Project,464 The Esplanade,Mount Martha,VIC,3934.0,464 The Esplanade Mount Martha VIC 3934 ,Mornington Peninsula Shire Council,Regional,Outer Metro,Mornington Peninsula,,,,,,,,Venue,234,Small,Restaurant or Cafe,Live,,Under 500,,Restaurant and Cafe Licence,Ordinary trading hours,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.270043,145.0097,-37.8558295,144.9880553,-37.8558295,144.9880553
VLMVA,South Bendigo Bowling Club,Palmerston Street,Bendigo,VIC,3550.0,Palmerston Street Bendigo VIC 3550 ,Greater Bendigo City Council,Regional,Regional,Goldfields,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.76693826,144.2860299,-37.9699291,145.2141789,-37.9699291,145.2141789
VLMVA,South Melbourne Hellas Soccer Club,25 Albert Road Drive,Albert Park,VIC,3206.0,25 Albert Road Drive Albert Park VIC 3206 ,Port Phillip City Council,Metro,Metro,Melbourne,,,,,admin@smfc.com.au,+61 3 9645 9797,https://www.smfc.com.au,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.840994,144.964881,-37.9461011,145.1758894,-37.9461011,145.1758894
VLMVA,South Mildura Sporting Club,Recreation Reserve Eleventh Street,Mildura,VIC,3500.0,Recreation Reserve Eleventh Street Mildura VIC 3500 ,Mildura Rural City Council,Regional,Regional,Murray,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-34.196018,142.162863,-37.9436586,145.1475858,-37.9436586,145.1475858
VLMVA,South Oakleigh Bowling Club,1216-1226 North Road,Oakleigh South,VIC,3167.0,1216-1226 North Road Oakleigh South VIC 3167 ,Monash City Council,Metro,Metro,Melbourne,,,,,,,,Venue,160,Small,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.91064231,145.0932159,-37.5599024,143.8575417,-37.5599024,143.8575417
VLMVA,South Press,27 Toorak Road,South Yarra,VIC,3141.0,27 Toorak Road South Yarra VIC 3141 ,Stonnington City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,General Licence,Trading to 12 Midnight,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.83830529,144.9873553,-38.4187244,144.8602301,-38.4187244,144.8602301
VLMVA,Southern Golf Club Ltd.,Lower Dandenong Road,Keysborough,VIC,3173.0,Lower Dandenong Road Keysborough VIC 3173 ,Kingston City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.994326,145.139414,-37.5919774,145.2811778,-37.5919774,145.2811778
VLMVA,Sovereign Hill Historical Park,Main Street,Ballarat,VIC,3350.0,Main Street Ballarat VIC 3350 ,Ballarat City Council,Regional,Regional,Goldfields,,,,,,,,Venue,No Data,No Data,,,,Under 500,,On-Premises Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.5746887,143.8663623,-37.8018292,144.9744931,-37.8018292,144.9744931
VLMVA,Spanish Association Of Geelong,19-23 Arunga Av,Norlane,VIC,3214.0,19-23 Arunga Av Norlane VIC 3214 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,194,Small,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.09816915,144.3512139,-37.8481962,145.1177928,-37.8481962,145.1177928
VLMVA,Speakeasy Theatre,522 Flinders St,Melbourne,VIC,3000.0,522 Flinders St Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,Djuric,tammy@speakeasytheatre.com.au,61408313180,,info@speakeasytheatre.com.au,0408 313 180,https://speakeasytheatre.com.au/,Venue,100,Small,,,,Under 500,,On-Premises Licence,Ordinary Trading Hours,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,No,Not required,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,13 656 129 896,Yes,Venues,-37.82029196,144.9569223,-37.8279733,145.2121147,-37.8279733,145.2121147
VLMVA,Sphinx Hotel,2 Thompson Road,Geelong North,VIC,3215.0,2 Thompson Road Geelong North VIC 3215 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,Siketa,julie@sphinxhotel.com.au,61409234226,,julie@sphinxhotel.com.au,0409 234 226,https://www.sphinxhotel.com.au/,Venue,430,Medium,Hotel,Live,,Under 500,,Late-Night (General) Licence,Trading to 5am,2 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,"Yes, and it is a paid stand alone role","No, required to be supplied by act/performers",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,95 004 765 459,Yes,Venues,-38.12590028,144.3421906,-36.8618535,144.2203999,-36.8618535,144.2203999
VLMVA,Spice Market,Level 5 123 Collins Street,Melbourne,VIC,3000.0,Level 5 123 Collins Street Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,drink@spicemarket.net.au,+61 3 9660 3777,https://www.spicemarket.net.au/,Venue,700,Medium,,,,500+,,Late-Night (On-Premises) Licence,Trading to 3am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-37.81541025,144.9695753,-36.6213851,143.2648556,-36.6213851,143.2648556
VLMVA,Spleen Bar Pty Ltd,41 Bourke Street,Melbourne,VIC,3000.0,41 Bourke Street Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,https://www.spleenbarmelbourne.com.au/,0450 608 400,info@spleenbarmelbourne.com.au,Venue,100,Small,,,,Under 500,,Late-Night (On-Premises) Licence,Trading to 5am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.81186633,144.9720579,-37.8343874,145.2510258,-37.8343874,145.2510258
VLMVA,Spoonful,543 High Street,Prahran,VIC,3181.0,543 High Street Prahran VIC 3181 ,Stonnington City Council,Metro,Metro,Melbourne,,,,,,,,Venue,55,Small,,,,Under 500,,On-Premises Licence,Ordinary Trading Hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.853441,145.006195,-36.1392871,146.9121757,-36.1392871,146.9121757
VLMVA,The Sporting Globe Bar & Grill Ballarat,71 Lydiard Street North,Ballarat,VIC,3350.0,71 Lydiard Street North Ballarat VIC 3350 ,Ballarat City Council,Regional,Regional,Goldfields,,,,,,,,Venue,450,Medium,Hotel,Live,,Under 500,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.55991283,143.8578738,-36.8636559,147.2813258,-36.8636559,147.2813258
VLMVA,The Sporting Globe Bar & Grill Geelong,175-177 Ryrie Street,Geelong,VIC,3220.0,175-177 Ryrie Street Geelong VIC 3220 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,618,Medium,Hotel,Live,,500+,,Late-Night (General) Licence,Trading 24 hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.1490178,144.361269,-37.6956238,145.4147938,-37.6956238,145.4147938
VLMVA,The Sporting Globe Bar & Grill Taylors Lakes,Tenancy R06A Station Street 399 Melton Highway,Taylors Lakes,VIC,3038.0,Tenancy R06A Station Street 399 Melton Highway Taylors Lakes VIC 3038 ,Brimbank City Council,Metro,Outer Metro,Melbourne,,,,,,,,Venue,466,Medium,Hotel,Live,,Under 500,,On-Premises Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.70011336,144.7755211,-38.1482714,144.3589584,-38.1482714,144.3589584
VLMVA,The Sporting Globe Bar & Grill Doncaster,"Shop 2006, Westfield Doncaster 619 Doncaster Road",Doncaster,VIC,3108.0,"Shop 2006, Westfield Doncaster 619 Doncaster Road Doncaster VIC 3108 ",Manningham City Council,Metro,Metro,Melbourne,,,,,,,,Venue,500,Medium,Bar,Live,,500+,,On-Premises Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.78341953,145.1277612,-37.8675145,144.9790156,-37.8675145,144.9790156
VLMVA,The Sporting Globe Bar & Grill Richmond,288 Bridge Road,Richmond,VIC,3121.0,288 Bridge Road Richmond VIC 3121 ,Yarra City Council,Metro,Metro,Melbourne,,,,,,,,Venue,625,Medium,Hotel,Live,,500+,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.81887989,145.0005384,-37.9364975,145.0428439,-37.9364975,145.0428439
VLMVA,The Sporting Globe Bar & Grill Northland,"Shop Ex043, Northland Shopping Centre 2-50 Murray Road",Preston,VIC,3072.0,"Shop Ex043, Northland Shopping Centre 2-50 Murray Road Preston VIC 3072 ",Darebin City Council,Metro,Metro,Melbourne,,,,,,,,Venue,400,Medium,Bar,Live,,Under 500,,On-Premises Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.74072089,145.0302021,-38.1706709,144.7179469,-38.1706709,144.7179469
VLMVA,Sporting Legends Club,233-235 York Street,Sale,VIC,3850.0,233-235 York Street Sale VIC 3850 ,Wellington Shire Council,Regional,Regional,Gippsland,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.10446086,147.067528,-37.798902,144.978602,-37.798902,144.978602
VLMVA,Spotswood Hotel,62 Hudsons Road,Spotswood,VIC,3015.0,62 Hudsons Road Spotswood VIC 3015 ,Hobsons Bay City Council,Metro,Metro,Melbourne,,,,,info@spotswoodhotel.com.au,+61 3 9391 1330,soptswoodhotel.com.au,Venue,320,Medium,Hotel,Live,,Under 500,,General Licence,Trading to 12 Midnight,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.8296707,144.8865061,-37.9279254,145.2329411,-37.9279254,145.2329411
VLMVA,Spread Eagle Hotel,372 Bridge Road,Richmond,VIC,3121.0,372 Bridge Road Richmond VIC 3121 ,Yarra City Council,Metro,Metro,Melbourne,,,,,,,,Venue,281,Medium,,,,Under 500,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.81926,145.003948,-38.1934405,146.5378912,-38.1934405,146.5378912
VLMVA,Spring Valley Golf Club,Heatherton Road,Clayton,VIC,3168.0,Heatherton Road Clayton VIC 3168 ,Kingston City Council,Metro,Metro,Melbourne,,,,,,,,Venue,650,Medium,,,,500+,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.9563035,145.1324713,-36.0539351,146.4603106,-36.0539351,146.4603106
APRA,Springvale Botanical Cemetery - Cafe,600 Princes Hwy,Springvale,VIC,3171.0,600 Princes Hwy Springvale VIC 3171 ,Greater Dandenong City Council,Metro,Outer Metro,Melbourne,,,,,,,,Venue,No Data,No Data,Restaurant or Cafe,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,.,.,-36.7293892,146.9755634,-36.7293892,146.9755634
VLMVA,Springvale Recreation Club,Springvale Reserve Newcomen Rd & Ericksen St,Springvale,VIC,3171.0,Springvale Reserve Newcomen Rd & Ericksen St Springvale VIC 3171 ,Greater Dandenong City Council,Metro,Outer Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.9430207,145.1461642,-36.1207881,144.7466944,-36.1207881,144.7466944
VLMVA,Springvale RSL Sub-Branch,Cnr Osborne & Princess Avenues,Springvale,VIC,3171.0,Cnr Osborne & Princess Avenues Springvale VIC 3171 ,Greater Dandenong City Council,Metro,Outer Metro,Melbourne,,,,,,,,Venue,450,Medium,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.946351,145.146088,-38.1091526,147.0653457,-38.1091526,147.0653457
VLMVA,St Andrews Beach Brewery,160 Sandy Road,Fingal,VIC,3939.0,160 Sandy Road Fingal VIC 3939 ,Mornington Peninsula Shire Council,Regional,Outer Metro,Mornington Peninsula,,,,,,,,Venue,No Data,No Data,Bar,Live,,Under 500,,Producer's Licence,Producer's Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.418803,144.858383,-36.3132522,146.8386496,-36.3132522,146.8386496
VLMVA,St Andrews Hotel,Main Road,St Andrews,VIC,3761.0,Main Road St Andrews VIC 3761 ,Nillumbik Shire Council,Regional,Outer Metro,Murray,,debbiegranger@thestandrewshotel.com.au,,,standrewshotel.vic@gmail.com,+61 3 9710 1201,https://thestandrewshotel.com.au,Venue,221,Small,Hotel,Live,,Under 500,,General Licence,Trading to 1am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.605116,145.266526,-37.8548553,144.9931527,-37.8548553,144.9931527
VLMVA,St Andrews Hotel Fitzroy,128 Nicholson Street,Fitzroy,VIC,3065.0,128 Nicholson Street Fitzroy VIC 3065 ,Yarra City Council,Metro,Metro,Melbourne,,,,,,,,Venue,229,Small,,,,Under 500,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.801833,144.974513,-37.9945795,145.0922066,-37.9945795,145.0922066
VLMVA,St Anne's Vineyard Bendigo,3 Belvoir Road,Bendigo,VIC,3550.0,3 Belvoir Road Bendigo VIC 3550 ,Greater Bendigo City Council,Regional,Regional,Goldfields,McLean,angus@stanneswinery.com.au,61400823625,,angus@stanneswinery.com.au,0400 823 625,https://www.stanneswinery.com.au,Venue,No Data,No Data,,,,Under 500,,No Data,No Data,1 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,No,"No, required to be supplied by act/performers",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,36 525 980 912,Yes,Venues,.,.,-37.8292568,144.9392182,-37.8292568,144.9392182
